User,Original_User/Web,Compound,Negative,Neutral,Positive,Tweet
So_Officiial,khendoll,0.0,0.0,1.0,0.0,RT @khendoll: Me waiting for these election results cause I know Twitter about to be popping all night #ElectionNight https://t.co/kOzyUcIE
So_Officiial,t,0.0,0.0,1.0,0.0,RT @khendoll: Me waiting for these election results cause I know Twitter about to be popping all night #ElectionNight https://t.co/kOzyUcIE
rjpanetti,voxdotcom,0.0,0.0,1.0,0.0,RT @voxdotcom: These early states could give us clues about how the rest of the night will go. https://t.co/6MhzzHQKnM https://t.co/NzavKRd
rjpanetti,vox,0.0,0.0,1.0,0.0,RT @voxdotcom: These early states could give us clues about how the rest of the night will go. https://t.co/6MhzzHQKnM https://t.co/NzavKRd
Walk_Like_MoDel,repjohnlewis,0.0,0.0,1.0,0.0,"RT @repjohnlewis: Do not give up, give in, or give out. You must do what it takes to make your voice heard and cast your ballot in this ele"
jessicabanov,ABC,-0.4404,0.121,0.879,0.0,"RT @ABC: Trump, Clinton are both in Midtown Manhattan tonight, watching the results come in just a block away from each other https://t.co/"
jessicabanov,t,-0.4404,0.121,0.879,0.0,"RT @ABC: Trump, Clinton are both in Midtown Manhattan tonight, watching the results come in just a block away from each other https://t.co/"
miflorhermosa,SInow,0.0,0.0,1.0,0.0,RT @SInow: Colin Kaepernick said he isnt voting in the election https://t.co/9IfZWrKNCc https://t.co/l3kO9BORir
miflorhermosa,si,0.0,0.0,1.0,0.0,RT @SInow: Colin Kaepernick said he isnt voting in the election https://t.co/9IfZWrKNCc https://t.co/l3kO9BORir
Gus_Tinajero4,google,0.0,0.0,1.0,0.0,RT @google: See #ElectionDay results unfold in real time on Google Search  https://t.co/dKfOxCFm2m https://t.co/CnCrDxVEfq
Gus_Tinajero4,google,0.0,0.0,1.0,0.0,RT @google: See #ElectionDay results unfold in real time on Google Search  https://t.co/dKfOxCFm2m https://t.co/CnCrDxVEfq
Moeezus,SirachAbebe,-0.8074,0.399,0.601,0.0,RT @SirachAbebe: This election is sadder than Bing Bong's death in Inside Out
JesseJaymz,HRC4Prison,-0.6908,0.228,0.722,0.049,"RT @HRC4Prison: DISTRACTIONWhile media tries to focus your attention on this, they want to distract you from election fraud &amp; Clinton th"
swann_combs,JamesOKeefeIII,0.7027,0.0,0.779,0.221,"RT @JamesOKeefeIII: WOW! Caught more #VoterFraud in N Philly. Election workers caught BREAKING THE LAW. #VeritasIsEverywhere Stay tuned, co"
dailydot,dailydot,0.296,0.0,0.804,0.196,"Surviving 2016: Live election results, memes, and news: https://t.co/8Q2q2yU9LY https://t.co/CxX2Ml1bMc"
JSYK,twitter,0.0,0.0,1.0,0.0,"Remember yesterday when i was all ""if only the election were on a non-work day and we could watch election tv all d https://t.co/1tkLQRXBsK"
torisuemagoo,NPR,0.4019,0.0,0.863,0.137,RT @NPR: Los Angeles authorities say two polling locations are closed due to an active shooter situation. https://t.co/C7Y1uiDgpf
torisuemagoo,npr,0.4019,0.0,0.863,0.137,RT @NPR: Los Angeles authorities say two polling locations are closed due to an active shooter situation. https://t.co/C7Y1uiDgpf
__thatgirlmya,Dex_Jay,0.0,0.0,1.0,0.0,RT @Dex_Jay: Steve Harvey Should Announce The Election 
rynkinazywo,FiveThirtyEight,0.6908,0.087,0.655,0.258,"RT @FiveThirtyEight: If Clinton wins Florida, her probability of winning the Electoral College would shoot up to 93% from 71%. https://t.co"
rynkinazywo,t,0.6908,0.087,0.655,0.258,"RT @FiveThirtyEight: If Clinton wins Florida, her probability of winning the Electoral College would shoot up to 93% from 71%. https://t.co"
OneLastMyth,JamesOKeefeIII,-0.5423,0.132,0.868,0.0,"RT @JamesOKeefeIII: We just caught election officials telling people who to vote for, crime Under 25 PS 3031.11. I will tag both you and @D"
seniaabeniaa,_ummkeesh,-0.5032,0.146,0.854,0.0,RT @_ummkeesh: Some people are so fucking ignorant about this presidential election! Stfu! educate yourself before you speak on it.
dotlayer8,dailydot,0.296,0.0,0.804,0.196,"Surviving 2016: Live election results, memes, and news: https://t.co/2FbMDtlYqa https://t.co/HcLP2wTgLm"
SculptNewYork,realDonaldTrump,0.2124,0.0,0.931,0.069,"RT @realDonaldTrump: Don't let up, keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left"
MinallSan,JessieJaneDuff,-0.4574,0.125,0.875,0.0,RT @JessieJaneDuff: Volunteers take thousands of Amish voters to the polls in battleground Ohio &amp; PA for a Trump barn raiser! #VoteTrump ht
bwild76,ronnieruff,-0.1531,0.133,0.758,0.11,RT @ronnieruff: Who is going to get high as fuck for Election Night? It will be far better I think  #ElectionNight #ElectionDay #LegalizeCA
YoungCreateers,TheEllenShow,0.0,0.0,1.0,0.0,"@TheEllenShow ""I imagined I voted""!@YoungCreateers #animals #dog #dogs #pet #kids #books #parents #vote https://t.co/NDyTBDqIQA"
YoungCreateers,twitter,0.0,0.0,1.0,0.0,"@TheEllenShow ""I imagined I voted""!@YoungCreateers #animals #dog #dogs #pet #kids #books #parents #vote https://t.co/NDyTBDqIQA"
DebraDianeParr,vivelafra,0.6884,0.0,0.794,0.206,"RT @vivelafra: THE MONSTER VOTE IS REAL!!! &gt;&gt;&gt; Trump Could Win Michigan, Turnout 'Much Higher than Expected' https://t.co/fY1Ex7V8Ot #Trump"
DebraDianeParr,breitbart,0.6884,0.0,0.794,0.206,"RT @vivelafra: THE MONSTER VOTE IS REAL!!! &gt;&gt;&gt; Trump Could Win Michigan, Turnout 'Much Higher than Expected' https://t.co/fY1Ex7V8Ot #Trump"
onlyjustginger,nataliemjb,-0.3595,0.151,0.849,0.0,"RT @nataliemjb: Get your election results here! (No models, no extraneous data, just results) https://t.co/oaJGzR9GeJ"
onlyjustginger,elections,-0.3595,0.151,0.849,0.0,"RT @nataliemjb: Get your election results here! (No models, no extraneous data, just results) https://t.co/oaJGzR9GeJ"
libertad717,CNN,0.0,0.0,1.0,0.0,RT @CNN: Stand by for #CNNElection projectionhttps://t.co/15RGLqdxpK#ElectionNight https://t.co/Ty5O1defYU
libertad717,twitter,0.0,0.0,1.0,0.0,RT @CNN: Stand by for #CNNElection projectionhttps://t.co/15RGLqdxpK#ElectionNight https://t.co/Ty5O1defYU
DoveyFL,ABCPolitics,0.0,0.0,1.0,0.0,"RT @ABCPolitics: NEW: Nearly 7 in 10 North Carolina voters oppose HB2, the so-called ""bathroom bill,"" per preliminary exit polls https://t."
DoveyFL,,0.0,0.0,1.0,0.0,"RT @ABCPolitics: NEW: Nearly 7 in 10 North Carolina voters oppose HB2, the so-called ""bathroom bill,"" per preliminary exit polls https://t."
mjohnson_music,NPR,0.4019,0.0,0.863,0.137,RT @NPR: Los Angeles authorities say two polling locations are closed due to an active shooter situation. https://t.co/C7Y1uiDgpf
mjohnson_music,npr,0.4019,0.0,0.863,0.137,RT @NPR: Los Angeles authorities say two polling locations are closed due to an active shooter situation. https://t.co/C7Y1uiDgpf
epitygxanwn,_eric_alexander,-0.4215,0.149,0.851,0.0,"@_eric_alexander Speaking of him, reading 'nausea' upside down, I told pharmacist I thought election atmosphere duped me 2 read 'nutcase'"
Liiids,CNN,0.0,0.0,1.0,0.0,RT @CNN: Stand by for #CNNElection projectionhttps://t.co/15RGLqdxpK#ElectionNight https://t.co/Ty5O1defYU
Liiids,twitter,0.0,0.0,1.0,0.0,RT @CNN: Stand by for #CNNElection projectionhttps://t.co/15RGLqdxpK#ElectionNight https://t.co/Ty5O1defYU
JHoff2214,kayyebby,0.5994,0.0,0.794,0.206,RT @kayyebby: your wcw thinks election day &amp; inauguration day are the same thing lmao https://t.co/V1aloSIhj0
JHoff2214,twitter,0.5994,0.0,0.794,0.206,RT @kayyebby: your wcw thinks election day &amp; inauguration day are the same thing lmao https://t.co/V1aloSIhj0
forBittenpeach,suttonimpaQt,0.3612,0.0,0.828,0.172,RT @suttonimpaQt: This election is like going outside to pick ya own switch.
luismartin757,AC360,0.743,0.105,0.576,0.319,"RT @AC360: .@ananavarro: ""It would be sweet, sweet justice if tonight it was the Latino vote that defeated Donald Trump"" https://t.co/ZTdYJ"
luismartin757,t,0.743,0.105,0.576,0.319,"RT @AC360: .@ananavarro: ""It would be sweet, sweet justice if tonight it was the Latino vote that defeated Donald Trump"" https://t.co/ZTdYJ"
ColorCated_Kita,odotkay,0.0,0.0,1.0,0.0,RT @odotkay: Just wanna know if Texas is gonna be District 8 or District 12 after this election. They might District 13 our asses.
peacelovespink,MannieMforever,-0.8979,0.459,0.541,0.0,"RT @MannieMforever: BREAKING: Florida Election Employees Caught Faking 1,000's of Stolen Absentee Ballots in Massive Voter Fraud https://t."
peacelovespink,,-0.8979,0.459,0.541,0.0,"RT @MannieMforever: BREAKING: Florida Election Employees Caught Faking 1,000's of Stolen Absentee Ballots in Massive Voter Fraud https://t."
FerAmarante12,businessinsider,0.5719,0.0,0.821,0.179,RT @businessinsider: WORLD'S BIGGEST HEDGE FUND: Stock markets around the world will tank if Trump wins https://t.co/E3uNuK6fMw https://t.c
FerAmarante12,businessinsider,0.5719,0.0,0.821,0.179,RT @businessinsider: WORLD'S BIGGEST HEDGE FUND: Stock markets around the world will tank if Trump wins https://t.co/E3uNuK6fMw https://t.c
trimmgi,realDonaldTrump,0.7836,0.0,0.723,0.277,RT @realDonaldTrump: I will be watching the election results from Trump Tower in Manhattan with my family and friends. Very exciting!
matslew,Slate,0.6808,0.0,0.682,0.318,Real time election projection by @Slate @Votecastr good decision and interesting journalistic experiment. https://t.co/YG88onihKi
matslew,slate,0.6808,0.0,0.682,0.318,Real time election projection by @Slate @Votecastr good decision and interesting journalistic experiment. https://t.co/YG88onihKi
DoctorBuxter,JamesOKeefeIII,0.7027,0.0,0.779,0.221,"RT @JamesOKeefeIII: WOW! Caught more #VoterFraud in N Philly. Election workers caught BREAKING THE LAW. #VeritasIsEverywhere Stay tuned, co"
FireBox88,realDonaldTrump,0.2124,0.0,0.931,0.069,"RT @realDonaldTrump: Don't let up, keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left"
BettyBeene1,twitter,0.0,0.0,1.0,0.0,Election night at Huntsville Promenaders Square Dance Club. https://t.co/BPGZmYIDRb
DrBenz3,therealIRD,0.1832,0.121,0.725,0.154,RT @therealIRD: A brief break in my election obsession... to more normal obsession seeking justice in the #umc. https://t.co/t993SDFhSr
DrBenz3,twitter,0.1832,0.121,0.725,0.154,RT @therealIRD: A brief break in my election obsession... to more normal obsession seeking justice in the #umc. https://t.co/t993SDFhSr
nomadicdrift,bobfescoe,0.0,0.0,1.0,0.0,@bobfescoe we couldn't even figure out our own Brexit never mind the US election
hazucall,basket_mouth,0.0,0.0,1.0,0.0,@basket_mouth live on @TVCconnect. Speaking on US election https://t.co/SD18SAnHH0
hazucall,twitter,0.0,0.0,1.0,0.0,@basket_mouth live on @TVCconnect. Speaking on US election https://t.co/SD18SAnHH0
anya_fennec,theverge,0.3612,0.0,0.878,0.122,So there are a whole bunch of ways to stream the election news. Which ones do you guys like? https://t.co/AHJASRZy0l
trading24h,WSJ,0.0,0.0,1.0,0.0,RT @WSJ: Polls close in six states at 7 p.m. EST. Follow along for live updates: https://t.co/reNrPgubQ6  #Election2016 https://t.co/pz4iZ
trading24h,wsj,0.0,0.0,1.0,0.0,RT @WSJ: Polls close in six states at 7 p.m. EST. Follow along for live updates: https://t.co/reNrPgubQ6  #Election2016 https://t.co/pz4iZ
SouthBeachSheed,businessinsider,0.5719,0.0,0.821,0.179,RT @businessinsider: WORLD'S BIGGEST HEDGE FUND: Stock markets around the world will tank if Trump wins https://t.co/E3uNuK6fMw https://t.c
SouthBeachSheed,businessinsider,0.5719,0.0,0.821,0.179,RT @businessinsider: WORLD'S BIGGEST HEDGE FUND: Stock markets around the world will tank if Trump wins https://t.co/E3uNuK6fMw https://t.c
DanielOzioma6,DailyMail,0.0,0.0,1.0,0.0,RT @DailyMail: With 1% reporting in Indiana: Trump: 69.52%  Hillary 26.78%https://t.co/gEj5j7aP5X #ElectionNight https://t.co/C7hORH
DanielOzioma6,dailymail,0.0,0.0,1.0,0.0,RT @DailyMail: With 1% reporting in Indiana: Trump: 69.52%  Hillary 26.78%https://t.co/gEj5j7aP5X #ElectionNight https://t.co/C7hORH
knlaguerre,thetrudz,0.0,0.0,1.0,0.0,RT @thetrudz: 1) This is a long read. 2) This is personal. 3) Not debating a single word in it. 4) I think I am just about done discussing
Fanfan54T,CNN,0.0,0.0,1.0,0.0,RT @CNN: Stand by for #CNNElection projectionhttps://t.co/15RGLqdxpK#ElectionNight https://t.co/Ty5O1defYU
Fanfan54T,twitter,0.0,0.0,1.0,0.0,RT @CNN: Stand by for #CNNElection projectionhttps://t.co/15RGLqdxpK#ElectionNight https://t.co/Ty5O1defYU
LibertyShaq,Cagsil,0.0382,0.0,0.943,0.057,@Cagsil then don't leave the house during any election or move to Cuba North Korea China or Qatar or something
DelawareFreedom,newsmax,0.0,0.0,1.0,0.0,RT @newsmax: Who are you voting for in this election? #MyVotes2016
adrijackson15,MissD4Trump,-0.4738,0.123,0.877,0.0,RT @MissD4Trump: This election will be decided by the people working 2 to 3 jobs.We need your vote! We need your evening vote! Ignore the T
RayLope20755050,realDonaldTrump,0.2124,0.0,0.931,0.069,"RT @realDonaldTrump: Don't let up, keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left"
QGS24,joe_fortkort5,0.1655,0.089,0.759,0.152,RT @joe_fortkort5: People love to talk about Hillary and Trump and how important this election is but forget the Warriors blew a 3-1 lead i
zoe_nor,latimes,0.0,0.0,1.0,0.0,"In Little Saigon, a possible generational divide at the polls https://t.co/PjvCdVmU0d"
carolrosenberg,MiamiHerald,0.0,0.0,1.0,0.0,@MiamiHerald newsroom fortifies for Election Night 2016. https://t.co/JkmkctQfQh
carolrosenberg,twitter,0.0,0.0,1.0,0.0,@MiamiHerald newsroom fortifies for Election Night 2016. https://t.co/JkmkctQfQh
bettyaberlin,Gabbienain,-0.6418,0.278,0.722,0.0,@Gabbienain this election has been so stressful for her she's going blonde.
ArlRooftop,WMALDC,0.4199,0.0,0.872,0.128,RT @WMALDC: We're ready to track the election state by state at Arlington Rooftop Bar and Grill! #ElectionNight #Election2016 https://t.co/
ArlRooftop,t,0.4199,0.0,0.872,0.128,RT @WMALDC: We're ready to track the election state by state at Arlington Rooftop Bar and Grill! #ElectionNight #Election2016 https://t.co/
viktoria_krolx,angusscottt,0.6369,0.0,0.822,0.178,RT @angusscottt: Canny wait for the American election to be over so we can focus on the real issues like if there's any hoose parties this
Margie71blue,GovMikeHuckabee,0.4019,0.0,0.844,0.156,"RT @GovMikeHuckabee: Analysts say election will be determined by after-work voters. If you have a job, or ever want one, go vote Trump."
awkksha,burgurll,0.0,0.0,1.0,0.0,"RT @burgurll: Michellle Obama should run for president next election and her slogan should be ""Ya'll thought we were done"""
mlynne3,JamesOKeefeIII,-0.5423,0.132,0.868,0.0,"RT @JamesOKeefeIII: We just caught election officials telling people who to vote for, crime Under 25 PS 3031.11. I will tag both you and @D"
christhompson82,NateSilver538,0.4767,0.121,0.603,0.276,"RT @NateSilver538: If Clinton wins Florida, her chances will shoot up to about 93%. https://t.co/ZUCgeSJ5eP"
christhompson82,fivethirtyeight,0.4767,0.121,0.603,0.276,"RT @NateSilver538: If Clinton wins Florida, her chances will shoot up to about 93%. https://t.co/ZUCgeSJ5eP"
ToplessGoddess,DailyMail,0.0,0.0,1.0,0.0,RT @DailyMail: With 1% reporting in Indiana: Trump: 69.52%  Hillary 26.78%https://t.co/gEj5j7aP5X #ElectionNight https://t.co/C7hORH
ToplessGoddess,dailymail,0.0,0.0,1.0,0.0,RT @DailyMail: With 1% reporting in Indiana: Trump: 69.52%  Hillary 26.78%https://t.co/gEj5j7aP5X #ElectionNight https://t.co/C7hORH
KristimoonAOA,instagram,-0.6597,0.293,0.707,0.0,"This has been such a draining and bizarre election season with that narcissistic, ego maniac, https://t.co/eD1J2bAvdV"
autobody65,realDonaldTrump,0.7836,0.0,0.723,0.277,RT @realDonaldTrump: I will be watching the election results from Trump Tower in Manhattan with my family and friends. Very exciting!
stephanpippen,knbrmurph,-0.1531,0.06,0.94,0.0,RT @knbrmurph: Take a moment on Election Night to remember the Old School we all miss on TV: Big Tim Russert and the Magic Grease Board. #R
KevinJsAngels,deleasakathleen,0.0,0.0,1.0,0.0,@deleasakathleen this one? https://t.co/GErdcLVPcC
KevinJsAngels,m,0.0,0.0,1.0,0.0,@deleasakathleen this one? https://t.co/GErdcLVPcC
El4short,knbrmurph,-0.1531,0.06,0.94,0.0,RT @knbrmurph: Take a moment on Election Night to remember the Old School we all miss on TV: Big Tim Russert and the Magic Grease Board. #R
CorianderSleuth,BernieSanders,0.6705,0.0,0.776,0.224,RT @BernieSanders: I can't fill in for every worker today. Election Day should be a national holiday so that everyone has the opportunity t
CollectedN,latimes,0.0,0.0,1.0,0.0,Former President George W. Bush didn't vote for Donald Trump https://t.co/ZuKVSLGoH0
msdianesolomon,OPFergVal,-0.0571,0.131,0.71,0.159,RT @OPFergVal: So a large number of Trump supporters express their anger at @megynkelly and here she is to spoil election night on @foxnews
BigpapiHT,baratunde,0.0,0.0,1.0,0.0,RT @baratunde: So we are all watching Newsmax and Russia Today for the election results right?
DOOM2332,twitter,0.0,0.0,1.0,0.0,"Morrissey, on the Election- https://t.co/gXeYNo6i15"
BairdBev,StephenKing,-0.34,0.103,0.897,0.0,"RT @StephenKing: The ugliest election in living memory is almost over, but the polls are still open. VOTE, PEOPLE. Do your job."
distrumption,twitter,0.0,0.0,1.0,0.0,Thread #1  7:00pm Election Results and Discussion  #ElectionNight https://t.co/VlJ08cTt6F
viclyn529,WDFx2EU8,-0.7156,0.237,0.763,0.0,RT @WDFx2EU8: Breaking: Florida Election Worker Goes Public With Massive Voter Fraud Happening Right Now !!!!! https://t.co/m3jPrRGEXT
viclyn529,conservativeeagles,-0.7156,0.237,0.763,0.0,RT @WDFx2EU8: Breaking: Florida Election Worker Goes Public With Massive Voter Fraud Happening Right Now !!!!! https://t.co/m3jPrRGEXT
MexicanKeith,BeingKirst,0.0,0.0,1.0,0.0,@BeingKirst you should be more afraid of the election fo sho bro
amandalv845,twitter,0.0,0.0,1.0,0.0,This is what election night in the newsroom is all about #partylikeajournalist #workingtilmidnight https://t.co/QuA1YPdc8s
ScheeDawg,TheGoodGodAbove,-0.2263,0.087,0.913,0.0,"RT @TheGoodGodAbove: In 1996 Bob Dole fell off a stage not once, but twice.This election really could've used both candidates falling off"
kaylavelli,kayyebby,0.5994,0.0,0.794,0.206,RT @kayyebby: your wcw thinks election day &amp; inauguration day are the same thing lmao https://t.co/V1aloSIhj0
kaylavelli,twitter,0.5994,0.0,0.794,0.206,RT @kayyebby: your wcw thinks election day &amp; inauguration day are the same thing lmao https://t.co/V1aloSIhj0
bobbikitty,wolfieraps,0.7865,0.0,0.783,0.217,RT @wolfieraps: If trump wins the election today who wants to come back to Canada with me? LIKE this tweet so I know to buy you an airplane
Dougr6,BernieSanders,0.4404,0.0,0.847,0.153,RT @BernieSanders: Today is an election of enormous consequence. I hope everybody gets out to vote. #ElectionDay https://t.co/JYYunxLO2R
Dougr6,twitter,0.4404,0.0,0.847,0.153,RT @BernieSanders: Today is an election of enormous consequence. I hope everybody gets out to vote. #ElectionDay https://t.co/JYYunxLO2R
AutumnAmadou,TheEconomist,0.0,0.0,1.0,0.0,RT @TheEconomist: How other countries would vote in the American election https://t.co/kYiIOsGYO0 https://t.co/eoQw7s3H8V
AutumnAmadou,economist,0.0,0.0,1.0,0.0,RT @TheEconomist: How other countries would vote in the American election https://t.co/kYiIOsGYO0 https://t.co/eoQw7s3H8V
venkyganesan,medium,0.7227,0.0,0.798,0.202,10 Things you will not read about in tomorrows papers but you should know regardless of who wins the election https://t.co/914cLjRffZ
ONLYTRUMP4USA,realDonaldTrump,0.2124,0.0,0.931,0.069,"RT @realDonaldTrump: Don't let up, keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left"
PeriodicaI,usatoday,0.197,0.0,0.861,0.139,Hillary Clinton calls voting for herself a 'most humbling feeling' - USA TODAY https://t.co/H70Ojke1Ob
gaboros,TheEconomist,0.0,0.0,1.0,0.0,RT @TheEconomist: How other countries would vote in the American election https://t.co/kYiIOsGYO0 https://t.co/eoQw7s3H8V
gaboros,economist,0.0,0.0,1.0,0.0,RT @TheEconomist: How other countries would vote in the American election https://t.co/kYiIOsGYO0 https://t.co/eoQw7s3H8V
The_Jodster_,natalieeecowann,-0.5719,0.227,0.773,0.0,RT @natalieeecowann: If you don't vote then you have no room to complain about how the election ends
GroverBeachBum,JamesOKeefeIII,0.7027,0.0,0.779,0.221,"RT @JamesOKeefeIII: WOW! Caught more #VoterFraud in N Philly. Election workers caught BREAKING THE LAW. #VeritasIsEverywhere Stay tuned, co"
Christi0820,mike_pence,0.3818,0.0,0.894,0.106,"RT @mike_pence: The outcome of this historic election rests in your hands. If you stand for a stronger America, cast your vote for #TrumpPe"
lovelyVickyyy,_NisaJanaeee,0.5859,0.0,0.678,0.322,RT @_NisaJanaeee: If Trump win this election tonight https://t.co/vJJxm7efpZ
lovelyVickyyy,twitter,0.5859,0.0,0.678,0.322,RT @_NisaJanaeee: If Trump win this election tonight https://t.co/vJJxm7efpZ
sadmexicanchica,NathanZed,-0.25,0.215,0.601,0.184,RT @NathanZed: I remember back when this election was all fun and games like when we accused a candidate of being a serial murderer can we
krista_bach,SidneyCrosbyEgo,0.765,0.0,0.752,0.248,RT @SidneyCrosbyEgo: The best part about election day is that we get to watch McDavid and Crosby play before the world ends.
janettwokay,JoseAlmada_,0.3818,0.073,0.7,0.227,".@JoseAlmada_ Make sure to vote in every election, no matter how big or small it is, from here on out to eternity. Every vote matters. :-)"
rajuntexankajun,ABC,0.0,0.0,1.0,0.0,RT @ABC: Cake bust of Donald Trump wheeled into Trump Tower. The cake's baker said it took 50 hours to make. https://t.co/uLT42fdPGw #Elect
rajuntexankajun,abcnews,0.0,0.0,1.0,0.0,RT @ABC: Cake bust of Donald Trump wheeled into Trump Tower. The cake's baker said it took 50 hours to make. https://t.co/uLT42fdPGw #Elect
Mr3lsewhere,DailyMail,0.0,0.0,1.0,0.0,RT @DailyMail: With 1.54% reporting in Kentucky:  Trump 68%  Hillary 28%https://t.co/GMVxvJS7cN #ElectionNight
Mr3lsewhere,dailymail,0.0,0.0,1.0,0.0,RT @DailyMail: With 1.54% reporting in Kentucky:  Trump 68%  Hillary 28%https://t.co/GMVxvJS7cN #ElectionNight
CollectedN,latimes,0.0,0.0,1.0,0.0,How this election has revealed workplace sexism is still an issue https://t.co/pGn0TMPnHa
WorldMktng,Queen_UK,0.5859,0.0,0.759,0.241,RT @Queen_UK: Very concerned that someone is going to win this election. #USElection
antfarmer,theaustralian,0.4927,0.0,0.834,0.166,Paul Kelly is very good here on Trump as a vandal and the decline of America ($) https://t.co/ydGRKhuvHc
MojoMelMM,NateSilver538,0.4767,0.121,0.603,0.276,"RT @NateSilver538: If Clinton wins Florida, her chances will shoot up to about 93%. https://t.co/ZUCgeSJ5eP"
MojoMelMM,fivethirtyeight,0.4767,0.121,0.603,0.276,"RT @NateSilver538: If Clinton wins Florida, her chances will shoot up to about 93%. https://t.co/ZUCgeSJ5eP"
pie_olaa,burgurll,0.0,0.0,1.0,0.0,"RT @burgurll: Michellle Obama should run for president next election and her slogan should be ""Ya'll thought we were done"""
GermanT61734220,AC360,0.743,0.105,0.576,0.319,"RT @AC360: .@ananavarro: ""It would be sweet, sweet justice if tonight it was the Latino vote that defeated Donald Trump"" https://t.co/ZTdYJ"
GermanT61734220,t,0.743,0.105,0.576,0.319,"RT @AC360: .@ananavarro: ""It would be sweet, sweet justice if tonight it was the Latino vote that defeated Donald Trump"" https://t.co/ZTdYJ"
_Outerxspace,StephenKing,-0.34,0.103,0.897,0.0,"RT @StephenKing: The ugliest election in living memory is almost over, but the polls are still open. VOTE, PEOPLE. Do your job."
atticascott,funambulator,0.0,0.0,1.0,0.0,"RT @funambulator: Tune in to @WFPLNews 7-9pm for live election returns &amp; analysis with @atticascott, CW Julie Denton, @sean_southard &amp; @DSt"
sid4364,MannieMforever,-0.8979,0.459,0.541,0.0,"RT @MannieMforever: BREAKING: Florida Election Employees Caught Faking 1,000's of Stolen Absentee Ballots in Massive Voter Fraud https://t."
sid4364,,-0.8979,0.459,0.541,0.0,"RT @MannieMforever: BREAKING: Florida Election Employees Caught Faking 1,000's of Stolen Absentee Ballots in Massive Voter Fraud https://t."
k8tlinbarajas,NathanZed,-0.25,0.215,0.601,0.184,RT @NathanZed: I remember back when this election was all fun and games like when we accused a candidate of being a serial murderer can we
scottt1984,steve68135,-0.5242,0.273,0.727,0.0,@steve68135 @DebAlwaystrump @stmpinfortrump A bunch of lies! Obama rigging the election!
Inked_Banana,politico,0.0,0.0,1.0,0.0,"RT @politico: #BREAKING: Results of the U.S. elections are beginning to flow in, starting with returns from Indiana and Kentucky https://t."
Inked_Banana,,0.0,0.0,1.0,0.0,"RT @politico: #BREAKING: Results of the U.S. elections are beginning to flow in, starting with returns from Indiana and Kentucky https://t."
piimavaras,Night_0f_Fire,-0.4574,0.286,0.549,0.165,Mass shooter #SamHyde is active again and killing voters! https://t.co/OHzMIrWktU @Night_0f_Fire
piimavaras,rt,-0.4574,0.286,0.549,0.165,Mass shooter #SamHyde is active again and killing voters! https://t.co/OHzMIrWktU @Night_0f_Fire
MacDHistory,washingtonpost,0.0,0.0,1.0,0.0,RT @washingtonpost: The latest updates on the House races https://t.co/Q1iwJbI6El https://t.co/SvkRA88ctf
MacDHistory,washingtonpost,0.0,0.0,1.0,0.0,RT @washingtonpost: The latest updates on the House races https://t.co/Q1iwJbI6El https://t.co/SvkRA88ctf
hopi2lotus,900amWURD,0.3595,0.0,0.906,0.094,RT @900amWURD: We're live at @EnonTab for the rest of Election Night! Join us at 2800 W. Cheltenham Ave. to watch results come in. https://
hopi2lotus,,0.3595,0.0,0.906,0.094,RT @900amWURD: We're live at @EnonTab for the rest of Election Night! Join us at 2800 W. Cheltenham Ave. to watch results come in. https://
ShebaJo,FiveThirtyEight,0.6908,0.087,0.655,0.258,"RT @FiveThirtyEight: If Clinton wins Florida, her probability of winning the Electoral College would shoot up to 93% from 71%. https://t.co"
ShebaJo,t,0.6908,0.087,0.655,0.258,"RT @FiveThirtyEight: If Clinton wins Florida, her probability of winning the Electoral College would shoot up to 93% from 71%. https://t.co"
amityville315x,realDonaldTrump,0.2124,0.0,0.931,0.069,"RT @realDonaldTrump: Don't let up, keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left"
gascasf,Twitter,0.0,0.0,1.0,0.0,Election coverage on Twitter @Twitter https://t.co/OvHVLY9jdn
gascasf,twitter,0.0,0.0,1.0,0.0,Election coverage on Twitter @Twitter https://t.co/OvHVLY9jdn
MargHartmann,vox,0.357,0.0,0.84,0.16,As if I werent jealous enough that my polling place doesnt do I voted stickers https://t.co/Kf8XoPXTpG
Joanne1009,CNN,-0.2732,0.084,0.875,0.042,"RT @CNN: Its all up to you now. No matter who youre voting for, see your vote counted on CNN election night in America.  https://t.co/8"
Joanne1009,twitter,-0.2732,0.084,0.875,0.042,"RT @CNN: Its all up to you now. No matter who youre voting for, see your vote counted on CNN election night in America.  https://t.co/8"
TheMowll,jerome_corsi,-0.5859,0.153,0.847,0.0,RT @jerome_corsi: TRUMP NEEDS ALL POSSIBLE VOTERS IN PA - voter fraud being reported EVENING HOURS WILL DECIDE ELECTION - get all Trump vot
Magitroopa,CBSThisMorning,0.0,0.0,1.0,0.0,RT @CBSThisMorning: Oh how this map will change. How Election night begins... #CBSElection  https://t.co/SraM591OGV
Magitroopa,twitter,0.0,0.0,1.0,0.0,RT @CBSThisMorning: Oh how this map will change. How Election night begins... #CBSElection  https://t.co/SraM591OGV
